Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 0.03, 0.39, 0.02, 0.13,-0.23,-0.47, 0.32, 0.27, 0.68, 0.09,-0.41,-0.06, 0.33,-0.06, 0.16, 0.35, 0.02, 0.51, 0.83,-0.28,-1.13
 0.03, 0.39, 0.02, 0.13,-0.23,-0.47, 0.32, 0.27, 0.68, 0.09,-0.41,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.83,-0.28,-1.13
 0.03, 0.39, 0.02, 0.13,-0.23,-0.47, 0.32, 0.27, 0.68, 0.09,-0.41,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.03, 0.39, 0.02, 0.13,-0.23,-0.47, 0.32, 0.27, 0.68, 0.09,-0.40,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.13,-0.23,-0.47, 0.32, 0.27, 0.68, 0.09,-0.40,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.13,-0.23,-0.47, 0.31, 0.29, 0.68, 0.09,-0.40,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.09,-0.40,-0.06, 0.33,-0.06, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.09,-0.40,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.09,-0.40,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.84,-0.28,-1.14
 0.04, 0.42, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.09,-0.40,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.04, 0.42, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.08,-0.41,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.15,-0.26,-0.47, 0.31, 0.29, 0.68, 0.08,-0.41,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.15,-0.26,-0.47, 0.31, 0.31, 0.68, 0.08,-0.41,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.41,-0.06, 0.34,-0.10, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.41,-0.06, 0.34,-0.12, 0.16, 0.34, 0.02, 0.52, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.41,-0.06, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.86,-0.28,-1.14
 0.03, 0.44, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.41,-0.06, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.44, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.42,-0.05, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.17,-0.29,-0.47, 0.31, 0.31, 0.68, 0.08,-0.42,-0.05, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.17,-0.29,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.34,-0.12, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.30,-0.15, 0.16, 0.34, 0.03, 0.53, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.87,-0.28,-1.14
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.08,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.03, 0.45, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.07,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.34,-0.47, 0.31, 0.33, 0.68, 0.07,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.34,-0.47, 0.31, 0.37, 0.68, 0.07,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.39,-0.47, 0.31, 0.37, 0.68, 0.07,-0.42,-0.05, 0.30,-0.15, 0.16, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.39,-0.47, 0.31, 0.37, 0.68, 0.07,-0.42,-0.05, 0.29,-0.19, 0.15, 0.36, 0.04, 0.54, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.39,-0.47, 0.31, 0.37, 0.68, 0.07,-0.42,-0.05, 0.29,-0.19, 0.15, 0.35, 0.06, 0.55, 0.89,-0.26,-1.15
 0.04, 0.46, 0.02, 0.21,-0.39,-0.47, 0.31, 0.37, 0.68, 0.07,-0.42,-0.05, 0.29,-0.19, 0.15, 0.35, 0.06, 0.55, 0.88,-0.24,-1.15
