Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 0.37, 0.72,-0.21, 0.08,-0.35,-0.17, 0.45,-0.02, 0.58, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.34,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.45,-0.02, 0.58, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.34,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.45,-0.02, 0.58, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.45,-0.02, 0.58, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.45,-0.02, 0.58, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.21, 0.03, 0.27,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.21, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.08,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.21, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.21, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.73,-0.20, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.03
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.63,-0.09, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.44,-0.01, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.46,-0.03, 0.57, 0.21,-0.22, 0.03, 0.26,-0.13, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.09,-0.35,-0.17, 0.46,-0.03, 0.57, 0.21,-0.22, 0.03, 0.25,-0.14, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.07,-0.36,-0.17, 0.46,-0.03, 0.57, 0.21,-0.22, 0.03, 0.25,-0.14, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.38, 0.76,-0.21, 0.07,-0.36,-0.17, 0.46,-0.03, 0.57, 0.21,-0.20, 0.02, 0.25,-0.14, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.40, 0.76,-0.20, 0.07,-0.36,-0.17, 0.46,-0.03, 0.57, 0.21,-0.20, 0.02, 0.25,-0.14, 0.54, 0.64,-0.11, 0.39, 0.97,-0.35,-1.04
 0.40, 0.76,-0.20, 0.07,-0.36,-0.17, 0.46,-0.03, 0.57, 0.21,-0.20, 0.02, 0.25,-0.14, 0.54, 0.64,-0.11, 0.39, 0.94,-0.33,-1.04
 0.40, 0.76,-0.20, 0.07,-0.36,-0.17, 0.46,-0.03, 0.57, 0.21,-0.20, 0.02, 0.25,-0.14, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.40, 0.76,-0.20, 0.07,-0.36,-0.17, 0.51,-0.03, 0.57, 0.21,-0.20, 0.02, 0.25,-0.14, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.40, 0.76,-0.20, 0.07,-0.36,-0.17, 0.51,-0.03, 0.57, 0.21,-0.20, 0.02, 0.29,-0.13, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.40, 0.76,-0.20, 0.09,-0.36,-0.17, 0.51,-0.03, 0.57, 0.21,-0.20, 0.02, 0.29,-0.13, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.40, 0.76,-0.20, 0.09,-0.36,-0.17, 0.51,-0.03, 0.57, 0.24,-0.20, 0.03, 0.29,-0.13, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.41, 0.78,-0.20, 0.09,-0.36,-0.17, 0.51,-0.03, 0.57, 0.24,-0.20, 0.03, 0.29,-0.13, 0.54, 0.68,-0.10, 0.39, 0.94,-0.33,-1.04
 0.41, 0.78,-0.20, 0.09,-0.36,-0.17, 0.51,-0.03, 0.57, 0.24,-0.20, 0.03, 0.29,-0.13, 0.54, 0.68,-0.10, 0.39, 0.95,-0.34,-1.04
 0.41, 0.78,-0.20, 0.09,-0.36,-0.17, 0.51,-0.03, 0.57, 0.24,-0.20, 0.03, 0.29,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.41, 0.78,-0.20, 0.09,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.20, 0.03, 0.29,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.41, 0.78,-0.20, 0.09,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.20, 0.03, 0.30,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.41, 0.78,-0.20, 0.11,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.20, 0.03, 0.30,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.41, 0.78,-0.20, 0.11,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.21, 0.02, 0.30,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.37, 0.78,-0.20, 0.11,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.21, 0.02, 0.30,-0.13, 0.54, 0.68,-0.11, 0.39, 0.95,-0.34,-1.04
 0.37, 0.78,-0.20, 0.11,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.21, 0.02, 0.30,-0.13, 0.54, 0.68,-0.11, 0.39, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.11,-0.36,-0.17, 0.52,-0.04, 0.57, 0.24,-0.21, 0.02, 0.30,-0.13, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.11,-0.36,-0.17, 0.54,-0.08, 0.56, 0.24,-0.21, 0.02, 0.30,-0.13, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.11,-0.36,-0.17, 0.54,-0.08, 0.56, 0.24,-0.21, 0.02, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.24,-0.21, 0.02, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.37, 0.78,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.34, 0.77,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.94,-0.36,-1.05
 0.34, 0.77,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.70,-0.14, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.10,-0.38,-0.17, 0.54,-0.08, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.10,-0.38,-0.17, 0.51,-0.07, 0.56, 0.25,-0.20, 0.03, 0.29,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.10,-0.38,-0.17, 0.51,-0.07, 0.56, 0.25,-0.20, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.25,-0.20, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.25,-0.20, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.34, 0.77,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.93,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.67,-0.12, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.51,-0.07, 0.56, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.50,-0.06, 0.57, 0.26,-0.19, 0.03, 0.27,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.08,-0.38,-0.17, 0.50,-0.06, 0.57, 0.26,-0.19, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.05,-0.38,-0.17, 0.50,-0.06, 0.57, 0.26,-0.19, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.33, 0.78,-0.20, 0.05,-0.38,-0.17, 0.50,-0.06, 0.57, 0.27,-0.20, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.30, 0.79,-0.20, 0.05,-0.38,-0.17, 0.50,-0.06, 0.57, 0.27,-0.20, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.94,-0.36,-1.06
 0.30, 0.79,-0.20, 0.05,-0.38,-0.17, 0.50,-0.06, 0.57, 0.27,-0.20, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.30, 0.79,-0.20, 0.05,-0.38,-0.17, 0.50,-0.06, 0.57, 0.27,-0.20, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.30, 0.79,-0.20, 0.05,-0.38,-0.17, 0.53,-0.07, 0.57, 0.27,-0.20, 0.03, 0.26,-0.15, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.30, 0.79,-0.20, 0.05,-0.38,-0.17, 0.53,-0.07, 0.57, 0.27,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.30, 0.79,-0.20, 0.05,-0.40,-0.17, 0.53,-0.07, 0.57, 0.27,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.30, 0.79,-0.20, 0.05,-0.40,-0.17, 0.53,-0.07, 0.57, 0.26,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.31, 0.80,-0.20, 0.05,-0.40,-0.17, 0.53,-0.07, 0.57, 0.26,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.11, 0.38, 0.95,-0.37,-1.06
 0.31, 0.80,-0.20, 0.05,-0.40,-0.17, 0.53,-0.07, 0.57, 0.26,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.11, 0.38, 0.96,-0.37,-1.06
 0.31, 0.80,-0.20, 0.05,-0.40,-0.17, 0.53,-0.07, 0.57, 0.26,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.31, 0.80,-0.20, 0.05,-0.40,-0.17, 0.51,-0.04, 0.57, 0.26,-0.20, 0.03, 0.23,-0.17, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.31, 0.80,-0.20, 0.05,-0.40,-0.17, 0.51,-0.04, 0.57, 0.26,-0.20, 0.03, 0.22,-0.15, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.31, 0.80,-0.20, 0.04,-0.39,-0.17, 0.51,-0.04, 0.57, 0.26,-0.20, 0.03, 0.22,-0.15, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.31, 0.80,-0.20, 0.04,-0.39,-0.17, 0.51,-0.04, 0.57, 0.25,-0.22, 0.03, 0.22,-0.15, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.30, 0.80,-0.20, 0.04,-0.39,-0.17, 0.51,-0.04, 0.57, 0.25,-0.22, 0.03, 0.22,-0.15, 0.54, 0.65,-0.09, 0.39, 0.96,-0.37,-1.06
 0.30, 0.80,-0.20, 0.04,-0.39,-0.17, 0.51,-0.04, 0.57, 0.25,-0.22, 0.03, 0.22,-0.15, 0.54, 0.65,-0.09, 0.39, 0.94,-0.37,-1.07
