Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 0.14,-0.19,-0.17, 0.18,-0.54,-0.40, 0.28, 0.86, 1.04, 0.18,-0.24,-0.33, 0.24,-0.11, 0.49, 0.52, 0.34, 0.47, 0.71, 0.03,-1.44
 0.14,-0.19,-0.17, 0.18,-0.54,-0.40, 0.28, 0.86, 1.04, 0.20,-0.24,-0.33, 0.24,-0.11, 0.49, 0.52, 0.34, 0.47, 0.71, 0.03,-1.44
 0.14,-0.19,-0.17, 0.18,-0.54,-0.40, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.24,-0.11, 0.49, 0.52, 0.34, 0.47, 0.71, 0.03,-1.44
 0.14,-0.19,-0.17, 0.18,-0.54,-0.40, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.24,-0.11, 0.49, 0.52, 0.34, 0.47, 0.66, 0.04,-1.41
 0.14,-0.19,-0.17, 0.24,-0.47,-0.45, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.24,-0.11, 0.49, 0.52, 0.34, 0.47, 0.66, 0.04,-1.41
 0.14,-0.19,-0.17, 0.24,-0.47,-0.45, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.24,-0.11, 0.49, 0.51, 0.37, 0.48, 0.66, 0.04,-1.41
 0.14,-0.19,-0.17, 0.24,-0.47,-0.45, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.66, 0.04,-1.41
 0.16,-0.22,-0.18, 0.24,-0.47,-0.45, 0.30, 0.84, 1.05, 0.20,-0.24,-0.33, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.66, 0.04,-1.41
 0.16,-0.22,-0.18, 0.24,-0.47,-0.45, 0.30, 0.84, 1.05, 0.25,-0.21,-0.32, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.66, 0.04,-1.41
 0.16,-0.22,-0.18, 0.24,-0.47,-0.45, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.66, 0.04,-1.41
 0.16,-0.22,-0.18, 0.24,-0.47,-0.45, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.65, 0.03,-1.37
 0.16,-0.22,-0.18, 0.48,-0.41,-0.56, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.22,-0.11, 0.47, 0.51, 0.37, 0.48, 0.65, 0.03,-1.37
 0.16,-0.22,-0.18, 0.48,-0.41,-0.56, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.22,-0.11, 0.47, 0.50, 0.39, 0.47, 0.65, 0.03,-1.37
 0.16,-0.22,-0.18, 0.48,-0.41,-0.56, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.65, 0.03,-1.37
 0.17,-0.23,-0.17, 0.48,-0.41,-0.56, 0.31, 0.78, 1.10, 0.25,-0.21,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.65, 0.03,-1.37
 0.17,-0.23,-0.17, 0.48,-0.41,-0.56, 0.31, 0.78, 1.10, 0.30,-0.18,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.65, 0.03,-1.37
 0.17,-0.23,-0.17, 0.48,-0.41,-0.56, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.65, 0.03,-1.37
 0.17,-0.23,-0.17, 0.48,-0.41,-0.56, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.61, 0.01,-1.31
 0.17,-0.23,-0.17, 0.58,-0.35,-0.72, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.21,-0.11, 0.46, 0.50, 0.39, 0.47, 0.61, 0.01,-1.31
 0.17,-0.23,-0.17, 0.58,-0.35,-0.72, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.21,-0.11, 0.46, 0.46, 0.40, 0.45, 0.61, 0.01,-1.31
 0.17,-0.23,-0.17, 0.58,-0.35,-0.72, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.61, 0.01,-1.31
 0.15,-0.23,-0.15, 0.58,-0.35,-0.72, 0.14, 0.74, 1.21, 0.30,-0.18,-0.32, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.61, 0.01,-1.31
 0.15,-0.23,-0.15, 0.58,-0.35,-0.72, 0.14, 0.74, 1.21, 0.33,-0.17,-0.33, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.61, 0.01,-1.31
 0.15,-0.23,-0.15, 0.58,-0.35,-0.72, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.61, 0.01,-1.31
 0.15,-0.23,-0.15, 0.58,-0.35,-0.72, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.53,-0.01,-1.25
 0.15,-0.23,-0.15, 0.70,-0.31,-0.93, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.16,-0.11, 0.45, 0.46, 0.40, 0.45, 0.53,-0.01,-1.25
 0.15,-0.23,-0.15, 0.70,-0.31,-0.93, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.16,-0.11, 0.45, 0.49, 0.39, 0.43, 0.53,-0.01,-1.25
 0.15,-0.23,-0.15, 0.70,-0.31,-0.93, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.53,-0.01,-1.25
 0.11,-0.22,-0.13, 0.70,-0.31,-0.93, 0.13, 0.69, 1.37, 0.33,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.53,-0.01,-1.25
 0.11,-0.22,-0.13, 0.70,-0.31,-0.93, 0.13, 0.69, 1.37, 0.40,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.53,-0.01,-1.25
 0.11,-0.22,-0.13, 0.70,-0.31,-0.93, 0.12, 0.69, 1.56, 0.40,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.53,-0.01,-1.25
 0.11,-0.22,-0.13, 0.70,-0.31,-0.93, 0.12, 0.69, 1.56, 0.40,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.50,-0.01,-1.20
 0.11,-0.22,-0.13, 0.83,-0.19,-1.17, 0.12, 0.69, 1.56, 0.40,-0.17,-0.33, 0.07,-0.12, 0.43, 0.49, 0.39, 0.43, 0.50,-0.01,-1.20
 0.11,-0.22,-0.13, 0.83,-0.19,-1.17, 0.12, 0.69, 1.56, 0.40,-0.17,-0.33, 0.07,-0.12, 0.43, 0.58, 0.40, 0.42, 0.50,-0.01,-1.20
 0.11,-0.22,-0.13, 0.83,-0.19,-1.17, 0.12, 0.69, 1.56, 0.40,-0.17,-0.33, 0.05,-0.15, 0.41, 0.58, 0.40, 0.42, 0.50,-0.01,-1.20
