Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 1.98, 0.20, 0.42, 1.65, 0.67,-0.66, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.45, 0.58,-0.22, 1.48,-0.76, 0.66, 1.87, 0.23,-1.04
 1.98, 0.20, 0.42, 1.65, 0.67,-0.66, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.48,-0.76, 0.66, 1.87, 0.23,-1.04
 1.96, 0.22, 0.42, 1.65, 0.67,-0.66, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.48,-0.76, 0.66, 1.87, 0.23,-1.04
 1.96, 0.22, 0.42, 1.65, 0.67,-0.66, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.76,-0.80, 0.70, 1.87, 0.23,-1.04
 1.96, 0.22, 0.42, 1.65, 0.67,-0.66, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
 1.96, 0.22, 0.42, 1.64, 0.63,-0.65, 3.37,-1.04, 0.87, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
 1.96, 0.22, 0.42, 1.64, 0.63,-0.65, 3.35,-1.00, 0.86, 2.01, 0.22,-0.94, 3.46, 0.58,-0.22, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
 1.96, 0.22, 0.42, 1.64, 0.63,-0.65, 3.35,-1.00, 0.86, 2.18, 0.23,-0.98, 3.46, 0.58,-0.22, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
 1.96, 0.22, 0.42, 1.64, 0.63,-0.65, 3.35,-1.00, 0.86, 2.18, 0.23,-0.98, 3.56, 0.61,-0.23, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
 1.95, 0.23, 0.43, 1.64, 0.63,-0.65, 3.35,-1.00, 0.86, 2.18, 0.23,-0.98, 3.56, 0.61,-0.23, 1.76,-0.80, 0.70, 2.08, 0.27,-1.02
