Cadera_ps,Cadera_fex,Cadera_adab,MusloDerecho_ps,MusloDerecho_fex,MusloDerecho_adab,EspinilleraDerecha_ps,EspinilleraDerecha_fex,EspinilleraDerecha_adab,PieDerecha_ps,PieDerecha_fex,PieDerecha_adab,MusloIzquierdo_ps,MusloIzquierdo_fex,MusloIzquierdo_adab,EspinilleraIzquierda_ps,EspinilleraIzquierda_fex,EspinilleraIzquierda_adab,PieIzquierdo_ps,PieIzquierdo_fex,PieIzquierdo_adab
 2.26, 0.04,-0.34, 0.19,-1.94,-0.84, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.05,-1.86, 0.13, 1.73, 0.88, 0.84, 0.15, 0.99, 0.33
 2.26, 0.04,-0.34, 0.19,-1.94,-0.84, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.05,-1.86, 0.13, 1.73, 0.88, 0.84, 0.16, 0.93, 0.24
 2.26, 0.04,-0.34, 0.19,-1.94,-0.84, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.07,-1.74, 0.17, 1.73, 0.88, 0.84, 0.16, 0.93, 0.24
 2.26, 0.04,-0.34, 0.19,-1.94,-0.84, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.19,-1.94,-0.84, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.23, 1.27, 2.82, 2.38, 0.84,-1.14, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.38, 0.84,-1.14, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.16, 0.93, 0.24
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.07,-1.74, 0.17, 1.69, 0.85, 0.84, 0.21, 0.86, 0.18
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.69, 0.85, 0.84, 0.21, 0.86, 0.18
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.63, 0.79, 0.86, 0.21, 0.86, 0.18
 2.19,-0.02,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.63, 0.79, 0.86, 0.21, 0.86, 0.18
 2.13,-0.09,-0.35, 0.16,-1.86,-0.82, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.63, 0.79, 0.86, 0.21, 0.86, 0.18
 2.13,-0.09,-0.35, 0.13,-1.75,-0.81, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.63, 0.79, 0.86, 0.21, 0.86, 0.18
 2.13,-0.09,-0.35, 0.13,-1.75,-0.81, 5.07, 1.13, 2.99, 2.30, 1.06,-1.24, 0.08,-1.58, 0.21, 1.63, 0.79, 0.86, 0.21, 0.86, 0.18
